objectid,parentid,item_code,title,commonname,class,order,suborder,family,bone_type,notes,location,subject,cabinet,source,rights,rightsstatement,type,format,group,display_template,language,object_location,image_small,image_thumb,
oc486,,SC1004,Hylobates sp.,Gibbons ,Mammalia,Primates,Haplorrhini,Hylobatidae,"Mounted Skeleton, no skull or mandible ",,,Mammal;Primate;Monkey;Mounted;Skeleton,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1004.jpg,/objects/small/sc1004_sm.jpg,/objects/thumbs/sc1004_th.jpg,
oc487,,SC 2039,Macaca mulatta,Rhesus Monkey,Mammalia,Primates,Halporrhini,Cercopithecidae,"Skull, mandible ",,,Mammal;Primate;Monkey;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2039.jpg,/objects/small/sc2039_sm.jpg,/objects/thumbs/sc2039_th.jpg,
oc488,,SC 2040,Halporrhini sp. ,Monkey,Mammalia,Primates,Halporrhini,,Skull ,Parietal and frontal bones broken,,Mammal;Primate;Monkey;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2040f.jpg,/objects/small/sc2040f_sm.jpg,/objects/thumbs/sc2040f_th.jpg,
oc489,,SC 2041,Halporrhini sp. ,Monkey,Mammalia,Primates,Halporrhini,,"Skull, mandible ",Not Real ,,Mammal;Primate;Monkey;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2041.jpg,/objects/small/sc2041_sm.jpg,/objects/thumbs/sc2041_th.jpg,
oc490,,SC 2042,Halporrhini sp. ,Monkey,Mammalia,Primates,Halporrhini,,mandible,Not Real ,,Mammal;Primate;Monkey;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2042.jpg,/objects/small/sc2042_sm.jpg,/objects/thumbs/sc2042_th.jpg,
oc491,,SC 2043,Halporrhini sp. ,Monkey,Mammalia,Primates,Halporrhini,,Disarticulated Skull,"Species determination uncertain, Missing mandible",,Mammal;Primate;Monkey;Skull;Disarticulated,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2043.jpg,/objects/small/sc2043_sm.jpg,/objects/thumbs/sc2043_th.jpg,
oc492,,SC 1394,Elephas Maximus or Loxodonta,Asian Elephant or African Elephant,Mammalia,Proboscidea,Elephanteformes,Elephantidae,Tusk ,Species determination uncertain ,,Mammal;Elephant;Tusk,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1394r.jpg,/objects/small/sc1394r_sm.jpg,/objects/thumbs/sc1394r_th.jpg,
oc493,,SC 1395,Elephas Maximus or Loxodonta,Asian Elephant or African Elephant,Mammalia,Proboscidea,Elephanteformes,Elephantidae,Tusk ,,,Mammal;Elephant;Tusk,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1395r.jpg,/objects/small/sc1395r_sm.jpg,/objects/thumbs/sc1395r_th.jpg,
oc494,,SC 1396,Mammut americanum ,Mastodon ,Mammalia,Proboscidea,n/a,Mammutidae,Tooth ,,,Mammal;Proboscidean;Tooth;Extinct,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1396.jpg,/objects/small/sc1396_sm.jpg,/objects/thumbs/sc1396_th.jpg,
oc495,,SC 1036,Castor canadensis,American Beaver ,Mammalia,Rodentia,Castorimorpha,Castoridae ,"Skull, mandible ",,,Mammal;Rodent;Skull;Mandible,,,,,,,,,,,,,
oc496,,SC 1064,Castor canadensis ,American Beaver ,Mammalia,Rodentia,Castorimorpha,Castoridae ,Skull ,,,Mammal;Rodent;Skull,,,,,,,,,,,,,
oc497,,SC 1090,Castor canadensis ,American Beaver ,Mammalia,Rodentia,Castorimorpha,Castoridae ,Mandible ,,,Mammal;Rodent;Mandible,,,,,,,,,,,,,
oc498,,SC 1096,Castor canadensis ,American Beaver ,Mammalia,Rodentia,Castorimorpha,Castoridae ,Mandible ,,,Mammal;Rodent;Mandible,,,,,,,,,,,,,
oc499,,SC 1364,Castor canadensis ,American Beaver ,Mammalia,Rodentia,Castorimorpha,Castoridae ,"Spinal column, pelvis",Vertabrae are articulated to pelvis bones ,,Mammal;Rodent;Spine;Pelvis,,,,,,,,,,,,,
oc500,,SC 1365,Castor canadensis ,American Beaver ,Mammalia,Rodentia,Castorimorpha,Castoridae ,Femur,,,Mammal;Rodent;Femur,,,,,,,,,,,,,
oc501,,SC 1037,Hydrochoerus hydrochaeris,Capybara ,Mammalia,Rodentia,Hystricomorpha ,Caviidae,"Skull, mandible ",,,Mammal;Rodent;Skull;Mandible,,,,,,,,,,,,,
oc502,,SC 1039,Neotoma floridana ,Eastern Wood rat ,Mammalia,Rodentia,Myomorpha,Cricetidae,"Full skeleton, mounted",,,Mammal;Rodent;Rat;Mounted;Skeleton,,,,,,,,,,,,,
oc503,,SC 1040,Neotoma floridana ,Eastern Wood rat ,Mammalia,Rodentia,Myomorpha ,Cricetidae,"Full skeleton, mounted",,,Mammal;Rodent;Rat;Mounted;Skeleton,,,,,,,,,,,,,
oc504,,SC 1091,Ondatra zibethicus ,Muskrat,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",,,Mammal;Rodent;Rat;Skull;Mandible,,,,,,,,,,,,,
oc505,,SC 1092,Ondatra zibethicus ,Muskrat,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",,,Mammal;Rodent;Rat;Skull;Mandible,,,,,,,,,,,,,
oc506,,SC 1093,Ondatra zibethicus ,Muskrat,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",,,Mammal;Rodent;Rat;Skull;Mandible,,,,,,,,,,,,,
oc507,,SC 1094,Ondatra zibethicus ,Muskrat,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",,,Mammal;Rodent;Rat;Skull;Mandible,,,,,,,,,,,,,
oc508,,SC 1095,Ondatra zibethicus ,Muskrat,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",,,Mammal;Rodent;Rat;Skull;Mandible,,,,,,,,,,,,,
oc509,,SC 1183,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",Male specimen ,,Mammal;Rodent;Mouse;Skull;Mandible;Local;Male,,,,,,,,,,,,,
oc510,,SC 1184,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ","Male specimen, 8/26/1947",,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc511,,SC 1185,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ","Male specimen, 11/1/1949",,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc512,,SC 1186,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ","Female specimen caught behind Martin, 11/20/1949",,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc513,,SC 1187,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc514,,SC 1188,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc515,,SC 1189,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc516,,SC 1190,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",Skull broken ,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc517,,SC 1191,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",3/3/1961,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc518,,SC 1192,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc519,,SC 1193,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc520,,SC 1194,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc521,,SC 1195,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc522,,SC 1196,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",Skull broken ,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc523,,SC 1197,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc524,,SC 1198,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",Collect: 3/4/1961,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc525,,SC 1199,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",Mandible Broken ,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc526,,SC 1200,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc527,,SC 1201,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ","Skull broken, Collected: 3/4/1961",,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc528,,SC 1202,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",Skull broken ,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc529,,SC 1203,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ","Male specimen caught in Crum meadow, Collected: 11/13/1949",,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc530,,SC 1204,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Skull,,,Mammal;Rodent;Mouse;Skull,,,,,,,,,,,,,
oc531,,SC 1205,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Skull,,,Mammal;Rodent;Mouse;Skull,,,,,,,,,,,,,
oc532,,SC 1206,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",Mandible broken ,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc533,,SC 1207,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Skull  ,,,Mammal;Rodent;Mouse;Skull,,,,,,,,,,,,,
oc534,,SC 1208,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc535,,SC 1227,Neotoma floridana,Eastern Woodrat,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Skull ,,,Mammal;Rodent;Rat;Skull,,,,,,,,,,,,,
oc536,,SC 1229,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ","Male Specimen, Collected: 8/6/52",,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc537,,SC 1230,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",Skull cap broken off ,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc538,,SC 1231,Peromyscus leucopus,White-footed Mouse,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible ",Skull cap broken off ,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc539,,SC 1233,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc540,,SC 1234,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc541,,SC 1235,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible","Found in Crum Meadow, Collected: 9/18/1949",,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc542,,SC 1236,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc543,,SC 1237,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc544,,SC 1238,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",Collected: 12/13/1949,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc545,,SC 1239,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc546,,SC 1240,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc547,,SC 1241,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",Male Specimen ,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc548,,SC 1242,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc549,,SC 1243,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc550,,SC 1244,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",Male Specimen ,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc551,,SC 1245,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc552,,SC 1246,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",Female Specimen ,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc553,,SC 1247,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",Male Specimen ,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc554,,SC 1248,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",Male Specimen ,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc555,,SC 1249,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",Female Specimen ,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc556,,SC 1250,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Skull,,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc557,,SC 1251,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Skull,,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc558,,SC 1252,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc559,,SC 1253,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc560,,SC 1254,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Skull,,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc561,,SC 1255,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Skull,,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc562,,SC 1256,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc563,,SC 1257,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Skull,,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc564,,SC 1258,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Skull,,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc565,,SC 1259,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Skull,Female Specimen ,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc566,,SC 1260,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Skull,,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc567,,SC 1261,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Skull,Female Specimen ,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc568,,SC 1262,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Skull,Female Specimen. Amherst,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc569,,SC 1263,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Skull,"Female Specimen, found behind fieldhouse, Collected: 12/6/1948",,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc570,,SC 1264,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",Female Specimen ,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc571,,SC 1265,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Skull,,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc572,,SC 1266,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc573,,SC 1267,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc574,,SC 1268,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Skull,Female Specimen ,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc575,,SC 1269,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc576,,SC 1270,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Skull,,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc577,,SC 1271,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc578,,SC 1272,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc579,,SC 1273,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Skull,,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc580,,SC 1274,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc581,,SC 1275,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Skull,,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc582,,SC 1276,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Skull,,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc583,,SC 1277,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",Skull broken ,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc584,,SC 1278,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",Skull broken off ,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc585,,SC 1279,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",Skull broken off ,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc586,,SC 1280,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,"Skull, mandible",Skull broken off ,,Mammal;Rodent;Vole;Skull;Mandible,,,,,,,,,,,,,
oc587,,SC 1376,Microtus pennsylvanicus ,Meadow Vole ,Mammalia,Rodentia,Myomorpha ,Cricetidae ,Full Skeleton ,Skeleton disarticulated,,Mammal;Rodent;Vole;Skeleton,,,,,,,,,,,,,
oc588,,SC 1038,Erethizon dorsatum ,North American Porcupine ,Mammalia,Rodentia,Hystricomorpha ,Erethizontidae,"Skull, mandible ",,,Mammal;Rodent;Skull;Mandible,,,,,,,,,,,,,
oc589,,SC 1062,Erethizon dorsatum ,North American Porcupine ,Mammalia,Rodentia,Hystricomorpha ,Erethizontidae,"Skull, mandible ",,,Mammal;Rodent;Skull;Mandible,,,,,,,,,,,,,
oc590,,SC 1089,Erethizon dorsatum ,North American Porcupine ,Mammalia,Rodentia,Hystricomorpha ,Erethizontidae,"Skull, mandible ",,,Mammal;Rodent;Skull;Mandible,,,,,,,,,,,,,
oc591,,SC 1137,Erethizon dorsatum ,North American Porcupine ,Mammalia,Rodentia,Hystricomorpha ,Erethizontidae,"Skull, mandible ",,,Mammal;Rodent;Skull;Mandible,,,,,,,,,,,,,
oc592,,SC 1366,Erethizon dorsatum ,North American Porcupine ,Mammalia,Rodentia,Hystricomorpha ,Erethizontidae,"Spinal Column, Pelvis",Vertebrae are articulated to pelvic bones,,Mammal;Rodent;Skull;Mandible,,,,,,,,,,,,,
oc593,,SC 1171,Dipodomys spectablis ,Banner-tailed Kangaroo Rats ,Mammalia,Rodentia,Castorimorpha,Heteromyidae,"Skull, mandible, postcranila bones ","Postcranial bones: scapula, humerus (2), femur, tibia, and fibula ",,Mammal;Rodent;Rat;Skull;Mandible;Arm,,,,,,,,,,,,,
oc594,,SC 1172,Dipodomys agilis,Agile Kangaroo Rat,Mammalia,Rodentia,Castorimorpha,Heteromyidae,"Skull, mandible ",,,Mammal;Rodent;Rat;Skull;Mandible,,,,,,,,,,,,,
oc595,,SC 1173,Dipodomys agilis,Agile Kangaroo Rat,Mammalia,Rodentia,Castorimorpha,Heteromyidae,"Skull, mandible ",,,Mammal;Rodent;Rat;Skull;Mandible,,,,,,,,,,,,,
oc596,,SC 1174,Dipodomys agilis,Agile Kangaroo Rat,Mammalia,Rodentia,Castorimorpha,Heteromyidae,"Skull, mandible ",,,Mammal;Rodent;Rat;Skull;Mandible,,,,,,,,,,,,,
oc597,,SC 1175,Dipodomys agilis,Agile Kangaroo Rat,Mammalia,Rodentia,Castorimorpha,Heteromyidae,"Skull, mandible ",,,Mammal;Rodent;Rat;Skull;Mandible,,,,,,,,,,,,,
oc598,,SC 1176,Dipodomys agilis,Agile Kangaroo Rat,Mammalia,Rodentia,Castorimorpha,Heteromyidae,"Skull, mandible ",,,Mammal;Rodent;Rat;Skull;Mandible,,,,,,,,,,,,,
oc599,,SC 1177,Dipodomys agilis,Agile Kangaroo Rat,Mammalia,Rodentia,Castorimorpha,Heteromyidae,"Skull, mandible ",,,Mammal;Rodent;Rat;Skull;Mandible,,,,,,,,,,,,,
oc600,,SC 1178,Dipodomys agilis,Agile Kangaroo Rat,Mammalia,Rodentia,Castorimorpha,Heteromyidae,"Skull, mandible ",,,Mammal;Rodent;Rat;Skull;Mandible,,,,,,,,,,,,,
oc601,,SC 1179,Dipodomys agilis,Agile Kangaroo Rat,Mammalia,Rodentia,Castorimorpha,Heteromyidae,"Skull, mandible ",,,Mammal;Rodent;Rat;Skull;Mandible,,,,,,,,,,,,,
oc602,,SC 1180,Dipodomys ingens,Giant Kanagroo Rat,Mammalia,Rodentia,Castorimorpha,Heteromyidae,"Skull, mandible ",,,Mammal;Rodent;Rat;Skull;Mandible,,,,,,,,,,,,,
oc603,,SC 1181,Dipodomys ingens,Giant Kanagroo Rat,Mammalia,Rodentia,Castorimorpha,Heteromyidae,"Skull, mandible ",,,Mammal;Rodent;Rat;Skull;Mandible,,,,,,,,,,,,,
oc604,,SC 1182,Dipodomys ingens,Giant Kanagroo Rat,Mammalia,Rodentia,Castorimorpha,Heteromyidae,"Skull, mandible ",,,Mammal;Rodent;Rat;Skull;Mandible,,,,,,,,,,,,,
oc605,,SC 1209,Mus musculus ,House mouse ,Mammalia,Rodentia,Myomorpha ,Muridae,"Skull, mandible, paw",,,Mammal;Rodent;Mouse;Skull;Mandible;Paw,,,,,,,,,,,,,
oc606,,SC 1210,Mus musculus ,House mouse ,Mammalia,Rodentia,Myomorpha ,Muridae,"Skull, mandible, Paw",,,Mammal;Rodent;Mouse;Skull;Mandible;Paw,,,,,,,,,,,,,
